tipo,precio,habitacione,bano,estaciona,lote
h,915000,4,3,2,624
h,644000,3,2,4,492
h,905000,5,5,3,700
u,800000,2,2,1,0
h,2210000,2,2,1,187
h,1400000,3,1,1,136
u,805000,3,1,1,0
u,2400000,3,2,1,0
u,535000,0,1,1,0
u,422000,1,1,1,63
u,590000,2,2,1,0
u,586500,2,1,1,3093
u,451000,1,1,1,0
h,1780000,5,3,6,699
h,790000,2,2,1,213
h,455000,3,2,2,690
h,410000,3,2,2,600
h,775000,3,2,3,540
h,690500,3,1,0,637
h,520000,3,2,2,535
u,740000,2,1,2,193
h,680000,3,2,2,666
h,790500,3,2,2,808
h,695000,3,2,2,665
h,805000,5,2,2,705
h,1350000,3,2,2,809
t,1010000,4,3,2,332
h,580000,3,1,2,525
h,653000,4,1,4,632
h,740000,3,2,2,545
u,493000,2,1,1,0
h,1240000,3,1,1,435
h,1010000,2,1,0,245
h,1626000,4,1,2,495
u,550000,1,1,1,0
u,2000000,3,2,2,0
u,751000,2,1,1,2076
u,682000,2,1,1,713
t,355000,2,1,1,108
h,1270000,4,2,2,600
t,975000,4,2,2,0
t,820000,3,2,2,277
u,750000,3,2,1,302
h,1280000,2,1,0,1670
h,1200000,3,1,0,2978
h,655000,3,2,1,253
h,531000,3,2,1,805
h,490000,3,2,4,1022
h,472000,3,1,0,700
h,467000,3,2,1,268
u,302500,2,1,2,471
h,750000,5,2,2,1014
h,390000,3,1,2,530
h,1155000,3,2,1,342
u,480000,2,1,1,1157
h,1100000,3,2,3,380
u,792000,2,1,1,0
h,540000,3,1,2,532
h,1171000,4,2,3,800
h,1408000,3,2,1,658
h,1494000,3,1,0,333
h,2760000,5,2,2,646
h,1285000,3,2,3,448
h,1900000,4,2,1,448
h,950000,3,1,0,169
h,1670000,5,3,2,617
h,950000,2,1,0,150
h,1225000,3,1,0,230
u,480000,2,1,1,601
u,750000,2,1,1,2379
t,730000,3,1,2,242
h,820000,4,2,1,604
h,1650000,3,1,2,827
h,2750000,4,3,4,597
h,853000,3,1,1,600
u,670000,3,2,1,284
t,765000,3,2,2,200
h,820000,3,2,2,530
h,870000,3,1,4,559
u,595000,2,1,1,0
h,3200000,4,4,2,847
h,1550000,2,1,0,212
h,1750000,4,2,1,360
h,1400000,4,1,3,165
h,1230000,3,1,1,504
h,2170000,4,2,2,697
h,1680000,4,3,3,726
h,1650000,3,1,2,964
h,860000,3,2,2,280
h,1085000,2,1,3,780
h,750000,3,1,1,585
h,2380000,3,2,2,752
h,2100000,1,1,1,678
h,3050000,4,4,2,613
t,1557000,3,2,2,292
u,1420000,3,2,2,0
h,2444000,4,2,2,1011
h,2050000,4,1,1,1138
h,1926000,4,2,2,639
h,1490000,3,1,2,703
u,520000,2,1,1,418
h,925000,4,1,10,993
h,616000,3,2,0,586
h,2700000,4,4,2,673
h,1116000,3,1,2,278
h,1573000,3,1,2,670
h,1316000,3,1,1,636
h,1617000,3,1,2,650
t,950000,3,2,2,163
h,1525000,3,1,3,581
h,1330000,4,2,2,566
t,850000,3,2,1,200
h,1228000,3,1,2,623
h,608500,4,2,2,563
u,879000,2,1,1,0
h,1112000,3,1,3,632
h,1425000,2,1,1,597
h,1001000,3,1,1,671
h,1280000,4,2,1,797
h,1300000,3,1,1,734
u,725000,2,2,2,311
h,710500,2,1,1,598
u,855000,2,1,1,106
h,2020000,3,2,2,369
u,1410000,3,2,2,257
h,2100000,4,3,2,608
h,1410000,2,1,2,708
t,1620000,4,2,2,326
u,310000,2,1,1,171
h,374000,3,1,2,635
u,510000,2,1,0,0
h,1925000,3,1,4,479
h,890000,2,1,0,138
h,1500000,4,1,1,318
h,950000,3,1,0,230
u,312000,1,1,1,406
h,1010000,3,2,4,413
u,763000,3,1,1,138
h,1100000,3,1,1,711
h,687000,3,1,3,559
h,680000,3,1,1,539
h,755000,4,2,2,300
h,1100000,3,2,2,1212
t,918000,3,2,1,207
h,1523500,5,2,2,577
h,968000,3,1,1,612
h,1580000,4,2,2,724
t,795000,2,2,1,112
h,1775000,3,1,3,715
h,2361000,5,3,2,844
u,1900000,4,2,4,336
h,1840000,3,1,1,311
h,920000,2,1,1,431
h,1550000,3,2,2,557
h,500000,3,2,2,509
h,561000,3,1,2,787
u,295000,1,1,1,811
t,1237000,3,2,2,0
h,740000,3,1,1,280
h,1120000,4,2,2,806
h,1051000,3,1,3,590
h,1170000,3,1,2,627
t,861000,3,2,2,305
u,535000,2,1,2,215
h,1361000,6,3,4,726
h,1462000,3,1,1,816
h,745000,3,2,2,180
h,1100000,3,1,0,532
h,365000,3,1,1,320
h,600000,4,2,2,560
h,567000,3,1,1,420
h,862000,3,2,1,864
h,630000,3,2,2,319
h,820000,4,2,2,841
h,1350000,6,4,4,4413
h,859000,4,2,3,660
h,1071500,4,1,1,951
h,750000,4,2,1,811
h,1100000,4,2,2,840
h,980000,3,2,2,702
t,1202000,4,3,0,403
h,1120000,4,2,2,280
u,885000,4,2,2,493
t,1500000,5,3,2,365
h,1504000,4,2,2,661
u,850000,3,2,1,236
h,1241000,4,2,2,886
h,1125000,4,3,2,284
h,2270000,3,1,2,1143
h,1875000,3,1,0,118
t,1350000,2,2,1,87
h,1460000,3,1,0,377
u,550000,2,1,1,1172
h,840000,4,3,2,903
h,1065000,4,2,2,816
h,977500,4,2,3,1004
t,755000,3,2,2,214
h,810000,4,2,2,838
h,861000,4,2,2,781
u,810000,2,1,1,0
h,1255000,2,1,1,226
u,550000,2,1,1,605
u,543000,2,1,1,0
t,1950000,4,3,2,142
h,660000,4,1,3,558
h,568000,3,2,2,420
h,680000,4,2,2,656
u,580000,2,1,1,921
t,970000,4,2,2,0
h,1100000,3,3,2,255
u,485000,2,1,1,1856
h,1195000,2,1,1,337
h,1155000,4,1,3,616
t,800000,3,2,1,161
h,685000,2,1,1,173
u,667000,2,1,1,86
h,1018000,5,2,2,737
h,1100000,5,3,2,836
h,1394000,3,2,1,60
h,1600000,3,2,0,251
u,620000,2,1,2,0
h,1270000,2,1,0,183
u,240000,1,1,1,1015
u,855000,3,2,2,0
u,310000,1,1,0,0
h,910000,2,1,0,312
h,1177000,3,2,2,561
h,1131000,3,1,2,697
h,540000,3,1,2,665
h,691000,5,2,3,551
h,675000,5,2,2,565
h,660000,5,2,1,536
h,2305000,4,1,3,632
h,1650000,2,1,2,660
h,3056000,4,2,2,1590
h,1900000,3,1,0,738
h,2650000,6,3,2,662
t,655000,3,2,2,0
h,1550000,3,2,2,648
h,1715000,4,1,2,758
h,780000,3,1,2,697
u,422000,2,1,1,136
h,780000,4,1,3,697
h,945000,4,2,4,474
h,645000,3,2,2,538
h,785000,3,1,1,602
h,810000,3,1,2,634
h,601000,3,2,4,604
u,970000,3,2,2,0
u,805000,2,1,2,0
h,2120000,3,1,3,753
h,2100000,3,2,1,455
u,762000,2,1,1,1583
h,2053000,4,3,2,354
h,7650000,4,2,4,1690
u,375000,1,1,1,0
u,525000,2,1,1,0
u,1080000,2,2,2,6996
h,2225000,3,1,2,616
h,2855000,5,3,2,572
h,3255000,4,3,3,1116
h,2200000,6,3,3,622
h,655000,3,1,1,348
t,670000,3,2,1,194
t,828000,4,2,2,264
h,1230000,4,1,2,630
h,590000,3,1,2,290
h,1155000,3,2,1,650
h,1220000,4,1,2,633
h,548000,2,1,1,0
h,935000,6,4,2,694
h,555000,3,2,4,615
h,535000,3,1,2,603
h,1093800,3,1,2,501
h,1145000,4,1,2,603
h,1853000,2,2,2,751
h,550000,3,1,4,802
h,1120000,4,2,2,599
h,1001000,3,1,2,605
h,690000,3,1,2,650
h,1070000,2,1,0,282
u,730000,2,2,1,2135
u,392000,1,1,1,0
h,1150000,2,1,0,147
h,1415000,4,2,0,199
u,370000,1,1,1,0
h,3175000,5,4,2,769
t,1375000,3,3,3,325
h,1975000,3,2,4,677
h,1250000,5,3,2,544
h,735000,2,1,1,170
h,638000,3,1,2,679
h,716000,3,1,4,651
u,400000,2,1,1,196
h,800000,5,2,2,864
t,505500,2,1,1,59
h,2520000,4,3,4,960
u,301000,1,1,1,887
u,960000,3,2,3,220
u,740000,2,1,1,0
h,420000,4,2,2,642
h,419000,3,1,3,603
t,1051000,3,2,2,435
h,1700000,4,2,2,731
u,525000,2,1,1,723
u,660000,2,1,1,101
u,455000,2,1,1,3160
h,517000,3,2,4,400
h,596000,4,2,2,512
h,2500000,4,3,1,209
h,865000,4,2,2,612
h,1302000,4,1,1,842
t,800000,3,2,2,343
h,1850000,3,2,2,596
u,222000,1,1,0,0
h,1289000,4,2,1,532
h,651000,4,2,2,854
h,581000,3,1,2,484
h,1350000,4,2,2,314
h,1150000,4,2,2,603
u,470500,2,1,1,0
h,1530000,3,1,2,810
h,1352000,4,3,2,708
h,1360000,3,2,2,710
h,1530000,3,1,1,750
h,1728000,4,3,2,720
h,2000000,4,4,2,905
h,901000,3,1,2,801
h,757500,3,2,1,145
h,757000,3,1,1,664
h,902000,4,2,4,726
t,900000,3,2,2,238
u,660000,2,1,1,109
h,1561000,3,1,2,627
h,1005000,4,1,1,390
h,1300000,3,1,4,646
h,1751000,4,3,2,564
h,635000,3,1,4,585
h,1000000,1,1,0,133
t,780000,1,1,0,37
u,550000,2,1,1,0
h,1001000,2,1,0,166
h,905000,2,1,0,114
h,1305000,3,1,0,375
h,1516000,3,1,2,504
u,503000,2,1,1,0
u,840000,3,1,1,390
h,1430000,4,3,2,616
h,913000,3,2,1,431
h,1060000,5,3,2,766
u,806000,3,1,2,319
h,840000,3,1,1,722
h,1071888,4,2,4,553
t,790000,2,2,1,208
t,820000,3,2,1,200
h,1218500,3,1,2,673
h,695000,2,1,1,126
h,940000,3,2,2,454
h,1300000,4,2,2,597
t,850000,3,1,1,2429
u,900000,2,2,1,2431
h,1260000,4,2,5,669
h,1199000,3,2,4,689
h,550000,4,2,2,464
h,1355000,2,1,0,156
t,1388000,3,2,2,104
h,964000,1,1,0,85
h,1805000,4,2,1,105
t,1420000,3,2,2,187
u,735000,2,1,1,0
u,440000,1,1,1,0
h,2200000,3,2,2,142
h,2300000,4,2,2,291
h,1017500,3,1,2,592
h,1050000,2,1,1,688
h,840000,4,1,1,313
u,510000,3,1,1,178
h,930000,4,1,5,700
h,635000,3,2,2,247
h,850000,2,1,2,494
h,780000,3,1,2,893
h,1172000,2,1,0,155
t,1255000,3,2,1,124
h,1275000,2,1,1,110
h,1120000,3,2,2,134
h,1190000,3,2,1,105
u,534000,1,1,1,1347
h,1425000,3,3,3,81
u,650000,2,2,1,2226
u,475000,2,1,2,750
h,800000,3,1,1,737
h,1175000,4,2,1,842
h,755000,3,2,2,306
u,602000,2,1,1,209
h,1005800,4,2,2,502
h,1275000,4,2,2,726
u,760000,3,1,1,178
h,782500,3,2,2,603
h,1410000,4,1,2,521
h,900000,3,1,0,194
u,322500,1,1,1,0
h,900000,3,1,1,252
h,555698,4,2,1,534
u,1250000,3,2,3,0
h,407500,1,1,1,0
t,1050000,2,1,1,0
u,771000,2,1,1,1272
u,642500,2,1,1,8888
u,422500,1,1,1,3878
t,460000,3,1,1,160
h,610000,3,1,1,582
h,630000,3,1,2,524
u,500000,3,1,1,388
u,615000,2,1,1,1123
h,455000,3,1,6,639
u,660000,4,2,2,283
h,810000,3,1,2,459
h,805000,3,1,2,631
h,453000,3,1,1,305
u,807000,2,1,1,1501
u,780000,2,1,1,149
h,471000,3,2,1,338
h,558000,3,2,2,431
h,780000,5,2,2,663
h,715000,4,3,2,679
h,2000000,4,2,2,457
h,1240000,3,2,1,673
t,756000,2,1,1,0
h,1205500,2,1,1,361
h,1031000,3,1,2,612
h,2500000,3,2,2,440
h,1041000,5,3,2,724
h,1050000,4,2,2,651
h,1208000,4,2,2,785
h,940000,3,2,2,541
h,2020000,4,2,2,1183
h,835000,3,2,1,447
h,1010000,3,1,2,700
h,830000,3,1,2,696
h,442000,3,1,1,575
h,830000,3,2,2,1025
h,1400000,3,1,0,364
h,1035000,4,2,3,463
h,855000,3,2,1,92
h,1210000,3,1,6,645
u,737500,3,2,2,143
h,905000,3,1,2,573
h,526500,3,1,2,529
u,685000,2,1,0,324
h,1800000,3,1,1,130
h,1800000,4,1,2,605
h,330000,1,1,1,60
h,1020000,3,1,2,570
h,1280000,3,1,1,798
h,875000,3,1,4,563
h,1010000,3,2,1,150
u,819000,3,2,1,166
h,990000,3,1,0,196
t,1200000,3,2,2,198
h,1375000,3,1,2,483
h,1100000,3,2,2,239
h,1850000,3,2,2,720
h,1425000,4,1,2,778
h,773000,4,2,2,344
h,1475000,3,2,1,147
h,2180000,5,3,2,646
h,1500000,2,1,1,943
h,3200000,5,3,2,836
u,682000,2,1,1,140
h,1030000,4,2,2,1094
u,700000,3,2,2,535
h,675000,4,2,2,1031
h,1900000,5,1,2,644
h,1410000,3,2,3,722
t,817000,3,1,2,332
h,1815000,4,3,2,933
h,1225000,3,1,2,580
h,690000,3,2,2,703
h,880000,3,1,1,335
h,1562000,4,2,1,592
h,1530000,3,1,2,785
h,1264000,3,1,2,579
h,2150500,6,3,3,786
h,810000,3,1,2,649
h,570000,2,1,2,567
h,2655000,3,2,2,697
t,3275000,3,2,3,289
h,2720000,4,3,2,792
h,2525000,4,2,2,725
h,1300000,3,1,2,684
h,1275000,3,1,1,406
h,900000,2,1,0,191
u,520000,2,1,1,0
h,1204000,3,1,0,186
h,730000,2,1,0,190
h,1268000,4,2,2,645
h,1445000,3,1,2,613
h,796000,3,2,2,534
h,769000,4,2,2,662
h,690000,3,1,2,513
h,1325000,3,1,1,756
h,1052000,3,1,0,801
u,555000,2,1,1,2685
t,1381000,3,2,2,230
h,1000000,3,1,0,96
u,720000,2,1,1,3481
h,1717500,3,1,0,202
h,2400000,4,1,1,163
h,1950000,3,1,1,309
t,817500,2,1,1,292
h,1150000,5,5,4,688
u,590000,3,1,1,179
h,1520000,3,2,2,426
h,1700000,4,2,2,627
h,960000,2,1,3,294
h,732000,4,2,2,536
h,800000,3,1,1,366
h,877000,3,1,2,533
h,1255000,4,2,4,712
h,900000,3,1,2,537
h,1199000,3,2,2,552
h,1500000,4,2,3,724
u,780000,3,2,1,318
h,862500,3,1,2,490
h,1020000,4,2,2,441
h,996000,2,1,1,476
h,1095000,2,1,0,151
h,680000,5,3,2,646
h,492000,4,2,2,479
h,425000,3,2,2,263
h,985500,3,1,2,973
h,720000,3,2,2,815
h,860000,4,3,2,907
h,408500,3,1,2,584
h,310000,3,1,1,595
h,620000,3,1,4,597
h,650000,4,2,2,709
h,716000,3,1,2,693
h,645000,3,1,2,586
h,840000,3,2,2,542
h,801000,3,2,1,526
h,955000,5,3,2,619
h,1255000,3,2,2,348
h,1369000,3,1,2,696
h,902000,3,1,2,649
u,885000,2,1,1,1489
h,967500,3,1,2,768
h,890000,4,2,2,786
h,1800000,3,2,2,188
h,1200000,2,1,2,470
u,720000,2,2,2,1523
u,410000,2,1,1,0
u,930000,3,2,1,223
u,600000,2,1,1,132
h,1390000,3,1,2,793
h,761000,2,1,2,665
h,650000,3,1,4,616
u,700000,2,1,1,470
h,1275000,2,1,0,153
h,1680000,2,1,1,185
h,1340000,4,2,1,302
h,800000,3,1,2,617
h,545000,3,2,2,571
h,570000,3,1,2,537
h,715000,5,2,1,1424
h,860000,3,2,3,4780
h,653000,3,1,2,618
h,2862000,5,2,3,858
h,2180000,5,3,2,595
t,1610000,3,2,2,364
h,2450000,4,3,2,910
h,2250000,4,1,2,1110
h,1100000,4,2,2,1017
h,512000,3,1,2,197
h,820000,4,2,2,620
h,1050000,5,3,3,616
h,1326000,3,1,2,1020
h,895000,3,2,2,1036
h,730000,3,2,2,563
h,880000,4,3,2,789
h,925000,4,2,2,1070
h,770000,3,2,2,775
h,715000,4,2,2,680
h,840500,4,2,2,494
h,810000,4,2,3,990
h,1600000,4,2,3,633
h,1325000,3,1,2,400
h,3150000,4,2,2,743
t,1285000,2,1,1,348
u,685000,2,1,0,0
u,878000,2,1,1,128
u,957000,3,2,2,254
t,1236000,3,2,2,159
h,1750000,3,2,0,234
h,2010000,4,3,3,451
h,2370000,3,2,1,362
h,1480000,0,0,0,241
h,1682000,2,1,1,264
u,915000,4,2,2,419
t,781000,3,2,2,137
h,875000,2,1,3,671
h,1300000,4,2,2,604
h,1430000,4,2,1,590
h,660000,3,2,2,666
h,480000,3,2,1,320
h,2380000,4,2,2,778
h,1035000,3,1,2,585
t,975000,3,2,1,103
h,556000,3,1,1,627
h,875000,3,1,2,722
h,670000,4,2,2,713
h,575000,3,1,1,307
h,1250000,3,1,2,340
u,395000,1,1,1,2592
h,840500,2,1,0,107
u,876000,2,2,2,0
h,1995000,3,1,4,482
u,600000,2,1,1,847
u,797000,2,1,2,964
h,3001000,3,1,3,784
h,752000,3,2,2,552
h,705500,3,1,4,670
h,685000,2,1,2,766
h,560000,3,1,1,364
h,511500,2,1,2,416
t,810000,3,2,2,209
h,1275000,3,2,2,161
h,1690000,3,1,2,706
h,3600000,4,3,2,552
t,815000,3,2,2,198
h,920000,2,1,1,575
h,467000,3,1,1,565
h,405000,4,2,2,590
h,420000,3,2,2,599
h,465000,3,1,2,615
h,625000,4,2,2,628
h,428000,2,1,1,389
h,722500,4,2,2,643
h,421000,2,1,1,257
h,890000,2,2,1,370
h,960000,3,1,0,781
h,755000,3,1,2,848
u,286000,1,1,1,114
h,1375000,3,1,1,449
h,1401500,3,2,4,867
h,920000,4,2,2,413
h,1110000,2,1,1,709
h,620000,3,1,4,2385
h,1200000,3,1,4,807
h,1387000,4,2,4,691
t,970000,4,2,2,196
u,870000,3,2,2,264
h,1250000,3,1,1,722
h,865000,3,1,2,739
h,1410000,3,1,1,579
u,1220500,3,2,2,462
u,357000,1,1,1,1382
h,1920000,4,1,2,718
h,597500,3,1,2,810
h,1250000,3,1,1,343
h,1230000,3,1,1,396
h,1220000,3,1,2,492
h,1315000,4,2,2,650
h,660000,3,1,2,550
u,570000,2,2,1,1223
u,850000,2,3,1,1223
h,1550000,5,3,4,4221
h,1000000,3,1,1,188
h,1240000,3,1,1,247
h,1590000,3,1,1,563
h,1275000,3,1,0,245
h,1350000,3,1,0,271
h,1075000,4,2,2,697
h,821000,3,1,1,656
h,1071888,4,2,4,553
t,560000,2,1,1,132
h,1750000,5,2,2,546
h,1210000,3,1,2,700
h,1500000,4,2,2,597
h,1215000,4,2,4,619
h,1265000,3,1,1,743
h,1050000,4,2,2,624
h,790000,2,1,2,253
h,410500,4,2,2,425
h,1300000,4,2,2,597
h,1400000,3,2,2,259
h,955000,3,1,4,645
h,860000,2,1,4,609
h,740000,2,1,1,487
u,816000,2,1,1,0
u,800000,3,1,2,0
u,1020000,2,1,1,0
u,660000,2,2,1,0
h,1242000,3,2,3,468
h,1365000,2,1,2,525
u,691000,3,1,1,170
t,660000,2,2,1,70
t,875000,3,2,2,214
h,1350000,5,3,4,525
h,1020000,3,3,2,158
h,630000,3,1,2,0
h,877500,3,1,1,598
h,912000,5,3,4,890
h,685000,3,1,3,494
u,270000,1,1,1,0
h,911000,3,1,4,601
u,365000,1,1,1,113
u,470000,2,1,1,73
u,890500,2,2,2,180
u,355000,1,1,0,1082
h,1300000,3,1,0,200
u,717000,2,1,0,316
h,1530000,3,1,2,187
h,817000,4,2,4,1459
h,1291000,3,2,2,776
h,1085000,3,2,2,921
h,750000,3,1,1,446
h,1005000,2,2,2,290
h,860000,4,2,0,725
h,645000,4,2,2,448
h,1770000,4,2,2,463
h,2250000,5,3,2,640
h,833800,3,1,0,730
h,1050000,6,4,2,662
h,1085000,3,1,1,297
h,1070000,4,2,3,38490
h,1700000,3,1,1,118
u,470000,2,1,1,1890
u,945000,2,1,1,708
h,900000,3,1,1,119
h,1810000,3,2,2,273
h,785000,3,1,2,343
h,770000,3,1,1,606
h,600000,3,1,3,565
h,1650000,4,2,2,268
h,950000,3,2,2,216
h,883000,3,1,1,534
h,1650000,3,3,2,698
h,755000,3,1,2,1011
h,780000,4,2,2,696
u,518000,3,1,1,322
h,2000000,5,3,2,735
h,1050000,3,2,2,444
h,716000,4,2,2,684
h,1450000,4,2,2,883
h,1860000,4,3,3,682
h,1181000,3,1,2,656
h,1352000,4,2,3,725
h,632500,3,1,2,536
u,460000,3,1,1,340
h,651000,3,1,2,555
h,831000,3,1,2,651
h,1250000,3,1,2,695
h,1460000,2,1,2,508
h,1000000,2,1,2,443
h,1420000,3,1,2,438
u,640000,3,1,1,0
t,856000,2,1,2,326
h,1235000,4,2,4,624
h,1425000,5,3,3,842
h,1650000,4,2,2,1250
h,1400000,4,3,2,882
h,1290000,4,2,2,407
h,825000,3,1,0,658
h,1000000,4,2,1,722
h,1160000,3,1,4,733
h,1180000,6,2,2,453
h,800000,4,2,3,777
h,749000,2,1,1,369
h,1370000,3,1,0,121
h,1272000,4,2,2,733
h,957500,2,1,1,136
h,2080000,3,2,2,754
h,852000,3,2,2,629
u,505000,2,1,1,0
h,1402500,3,1,1,270
h,2905000,5,3,2,557
h,650000,2,1,3,374
t,856000,3,2,1,300
h,1505000,3,1,1,149
h,1900000,3,1,1,186
u,600000,3,2,2,247
h,1030000,2,1,1,743
h,1005000,3,1,4,575
u,410000,2,1,0,1097
u,590000,2,1,1,903
h,1850000,3,2,2,348
h,1530000,3,2,1,257
h,865000,3,1,0,217
h,1370000,3,2,2,566
h,1082000,3,2,2,254
h,1972500,4,1,1,676
h,1775000,3,2,2,721
h,1150000,4,2,2,599
h,835000,4,2,2,573
u,460000,2,1,1,0
u,725000,2,1,1,136
u,602000,2,1,1,1129
u,830000,2,2,1,0
h,1300000,3,2,2,975
t,1330000,3,2,1,260
h,2050000,4,3,2,526
h,1940000,5,2,1,629
h,1590000,3,1,1,697
u,725000,2,1,1,134
h,2367000,2,1,2,773
h,705000,4,2,4,765
h,2200000,4,3,2,704
h,736500,2,1,1,271
h,780000,3,1,2,680
u,420000,2,1,1,0
h,1479000,4,2,2,603
h,1199000,3,1,2,383
h,1350000,4,3,2,557
h,890000,3,2,1,260
h,1655000,4,2,5,612
h,1430000,3,2,2,614
t,955000,3,2,2,225
h,667000,4,2,2,792
h,740000,4,2,2,796
u,1080000,3,2,2,328
u,623500,2,1,1,159
h,1258000,4,1,2,769
h,590000,3,1,2,392
t,1600000,3,2,4,0
h,1211000,3,2,1,343
h,3225000,4,3,3,803
h,2385000,4,3,2,373
u,1370000,3,1,2,0
h,1750800,3,4,2,424
h,2300000,4,3,2,592
h,1605000,4,1,2,606
h,1035000,2,1,1,542
h,505000,3,1,1,546
t,663000,3,2,2,244
h,860000,2,1,1,245
h,1505000,3,1,1,349
h,1700000,3,2,0,200
h,1280000,3,1,1,439
u,755000,2,1,0,0
h,2545000,5,3,4,957
h,1405000,3,2,2,401
u,460000,2,1,1,69
h,1210000,4,2,2,425
h,1265000,3,1,0,161
h,1300000,3,1,3,484
u,460000,2,1,1,54
u,263100,1,1,1,41
h,1075000,5,1,1,441
t,950000,4,2,2,189
h,1310000,1,1,1,604
h,714000,3,1,2,412
h,880000,4,2,2,520
h,1405000,3,2,2,639
h,1837500,3,2,1,93
h,593000,4,2,2,480
h,1732000,3,1,0,646
h,1253500,3,1,1,583
h,1642000,7,4,2,765
t,700000,2,1,1,148
t,780000,3,2,2,306
h,720000,4,2,2,595
h,1622000,3,2,2,446
h,1290000,3,2,2,321
h,1930000,3,2,1,359
h,2408000,4,2,2,654
h,4750000,4,3,2,967
u,645000,2,1,1,2207
u,1100000,2,2,2,0
h,1628000,3,1,0,216
u,1042000,3,2,2,0
h,1450000,3,2,2,621
h,525000,4,2,2,550
u,570000,2,1,1,601
u,300000,2,1,1,1961
h,1417500,2,1,2,307
h,1550000,4,1,2,584
h,510000,2,1,2,897
h,1010000,3,1,2,532
u,601000,2,1,1,1078
h,1145000,3,1,2,584
h,755000,3,1,2,350
h,911982,4,2,3,734
h,1040000,4,2,2,735
u,700000,3,2,2,363
h,1460000,3,1,0,192
u,556000,2,1,0,0
h,1615000,5,2,3,630
h,1090000,3,2,1,512
h,865000,3,2,2,677
t,525000,2,2,1,143
h,1135000,2,1,0,144
h,900000,2,1,0,139
t,340000,2,1,1,197
h,499000,3,2,0,598
h,506000,6,2,2,655
h,430000,3,2,1,280
t,420000,3,2,2,219
u,570000,2,2,1,0
h,1253000,2,1,2,155
h,720000,4,2,3,879
h,637000,3,1,2,455
h,905000,4,2,2,731
h,835000,4,1,2,1717
h,800000,3,1,2,865
h,560000,3,1,1,810
h,665000,3,1,2,540
h,447000,4,2,2,704
h,570000,3,1,3,531
h,610000,4,2,2,528
h,435000,3,1,2,608
h,1255000,4,2,3,624
u,595000,2,1,1,2256
h,1616000,4,2,2,668
h,1060000,3,1,1,633
h,1250000,4,2,3,733
u,871000,3,2,2,195
h,1451000,3,2,2,695
h,1385000,3,2,3,654
h,1360000,3,2,2,402
h,2620000,5,4,3,4077
h,1850000,6,4,4,840
u,612500,2,1,2,421
h,1060000,3,2,1,306
t,1970000,4,2,2,470
h,855000,6,3,3,804
h,855000,3,1,1,654
h,895000,4,3,2,792
h,925000,4,2,2,796
u,902000,2,1,0,702
h,1410000,2,1,1,249
u,660000,2,1,1,0
t,1360000,3,2,2,797
h,500000,3,2,2,553
h,573000,3,2,2,637
u,380500,3,2,1,156
h,528000,3,2,1,525
h,465000,3,2,1,606
h,545000,4,2,2,635
h,452500,2,1,1,279
h,1980000,2,1,6,856
t,830000,3,2,1,176
h,886000,3,2,1,173
u,280000,1,1,1,28
h,850000,3,2,2,204
u,445000,2,1,1,92
h,1050000,3,3,1,846
h,710000,3,2,4,491
h,800000,4,2,4,625
h,805000,3,2,2,572
h,786000,2,1,4,687
t,577000,3,1,1,164
t,670000,3,2,2,239
u,617000,2,2,1,306
h,1321000,2,1,1,167
h,960000,2,1,0,121
u,495000,1,1,1,0
h,990000,2,1,1,180
h,1100000,3,1,0,390
t,455000,2,1,1,43
h,680000,2,1,1,189
h,1205000,5,3,2,477
h,491000,3,1,2,602
h,566000,3,1,1,623
h,740000,3,1,1,650
h,1400000,4,3,2,1659
h,1880000,5,2,2,538
h,755000,3,1,1,935
h,635000,4,2,2,634
u,762000,2,1,1,730
u,501000,2,1,1,0
h,2920000,4,3,3,1064
t,1501000,3,2,2,313
h,1500000,3,2,2,409
h,1440000,3,2,2,0
u,1330000,3,2,2,296
h,1130000,4,2,2,690
h,1331000,4,2,2,762
h,1100000,4,2,2,726
u,1135000,3,2,2,328
h,651000,4,1,2,587
h,865000,3,1,1,746
u,362500,1,1,1,124
h,922000,3,1,1,584
h,650000,2,1,2,650
h,963500,3,2,6,697
h,815000,3,1,1,641
h,740000,3,1,3,580
h,750000,5,2,2,877
h,730000,4,2,1,633
h,770000,3,2,2,711
h,550000,3,2,2,392
h,870000,3,1,6,700
h,2905000,4,2,2,630
h,1695000,2,1,2,765
h,2550000,4,2,2,726
h,561000,3,2,3,646
u,525000,2,1,1,279
h,2800000,4,2,2,750
h,1870000,3,1,1,271
h,2402500,3,2,2,273
h,1955000,3,1,2,261
h,1702000,3,1,2,290
u,500000,2,2,1,0
h,3399000,4,2,2,446
h,3900000,4,2,1,595
u,697000,2,1,1,0
u,802500,2,1,2,966
u,441000,1,1,0,0
h,2680000,3,2,4,522
u,500000,2,1,1,1324
t,738000,2,1,2,154
t,715000,3,2,2,192
h,800000,3,1,0,583
t,680000,2,1,1,129
h,1010000,3,1,2,648
u,630000,3,1,1,277
h,605000,3,1,2,377
h,580000,3,1,2,429
u,444000,2,1,1,94
h,532000,2,2,1,220
h,1600000,3,2,3,598
h,677000,4,2,2,661
h,737500,4,2,2,704
h,520000,3,2,2,530
h,553100,3,2,2,540
h,418000,3,2,1,435
h,505000,3,1,1,663
h,492000,3,1,1,581
h,680000,4,2,3,800
h,472000,4,2,2,546
h,442500,3,1,2,537
u,1203500,3,2,2,311
